epoch,network_error
1,0.25823425267441147
2,0.2551950375336996
3,0.25118832869508195
4,0.2457973544212041
5,0.2384395833106197
6,0.2284013822845624
7,0.2151422506139702
8,0.1991938459711583
9,0.18323314886987582
10,0.17076468540368042
11,0.16257306044351857
12,0.15708661229539828
13,0.15300847042240734
14,0.14979499795689888
15,0.1472278656734441
16,0.14518110815281488
17,0.1435557037322483
18,0.1422664783343957
19,0.1412407191280564
20,0.14041824284523508
21,0.13975080964419775
22,0.1392008001873672
23,0.13873950575801236
24,0.13834536549664583
25,0.13800236199718813
26,0.13769867101390276
27,0.13742558335315969
28,0.1371766752060299
29,0.13694718621477056
30,0.13673356193467448
31,0.1365331216496951
32,0.13634381930628114
33,0.13616407233481803
34,0.13599263930536637
35,0.1358285323881253
36,0.13567095447565647
37,0.13551925373104134
38,0.13537289044892808
39,0.1352314126392718
40,0.13509443782176284
41,0.13496163927500063
42,0.13483273551111147
43,0.13470748211183908
44,0.13458566531513327
45,0.13446709691656905
46,0.13435161017175007
47,0.13423905647092924
48,0.13413635558857545
49,0.13403669531612034
50,0.13394271313645648
51,0.13385122618763756
52,0.1337615312062355
53,0.13367365876720777
54,0.13358764410526666
55,0.13350341363599683
56,0.1334266029376386
57,0.13335361101331095
58,0.13328178665711948
59,0.13321106812791764
60,0.13314163898934667
61,0.13307849742148056
62,0.1330190730616723
63,0.13296046351889496
64,0.1329028243976541
65,0.1328463118184329
66,0.13279062214593304
67,0.1327369183031482
68,0.13268653999464222
69,0.1326365851697104
70,0.13258796460492228
71,0.13254190655136958
72,0.13249710378814364
73,0.13245450096441513
74,0.13241496560961508
75,0.13237606111564226
76,0.1323379053073016
77,0.13230032319090226
78,0.13226340695671523
79,0.13222644132845252
80,0.1321918077642617
81,0.13215820113364105
82,0.13212465788751335
83,0.13209167698931662
84,0.13206040479783038
85,0.13202946798978107
86,0.13199911387964955
87,0.13196926175668292
88,0.13194025476645888
89,0.13191289611204107
90,0.13188568481613477
91,0.13186106378772217
92,0.13183757896469386
93,0.13181566397380978
94,0.13179394422809615
95,0.13177245893170797
96,0.13175119309056896
97,0.13173042224991938
98,0.13170997873815501
99,0.13169032715427922
100,0.13166990819503066
101,0.13164963946837197
102,0.13163014749511456
103,0.13161097398940183
104,0.13159134366245262
105,0.13157155401796602
106,0.13155192510032573
107,0.13153244353676996
108,0.13151327681162017
109,0.13149479309308248
110,0.13147847941789892
111,0.13146218984674254
112,0.1314457440741707
113,0.1314292126840526
114,0.13141365467065258
115,0.13139797037690643
116,0.1313818690047114
117,0.13136571542309636
118,0.13134968580845416
119,0.13133376968787686
120,0.13131809402475628
121,0.13130264853065468
122,0.1312875093369842
123,0.131272825655626
124,0.13125758300121884
125,0.1312424236897931
126,0.13122764831149164
127,0.1312131956342647
128,0.1311986632862949
129,0.1311837016158526
130,0.13116879847734939
131,0.13115500606126546
132,0.13114178939349053
133,0.13112879673870645
134,0.13111598285915357
135,0.13110341627534763
136,0.13109136445321318
137,0.13107867961682176
138,0.1310661771462892
139,0.13105366178809386
140,0.13104190495239046
141,0.13102996400706957
142,0.1310177216003031
143,0.13100533792311117
144,0.13099303130740997
145,0.1309807937611764
146,0.13096862086029123
147,0.1309566478708617
148,0.13094479483565685
149,0.13093309767997088
150,0.13092196160124978
151,0.13091021098932537
152,0.13089857465483842
153,0.13088686845701897
154,0.1308758273116502
155,0.1308646701117536
156,0.1308534997155785
157,0.13084197402884767
158,0.1308304598365219
159,0.1308190030874813
160,0.1308075970857641
161,0.1307962382013464
162,0.13078504403114583
163,0.13077394898742434
164,0.13076296702145754
165,0.13075243395203728
166,0.13074152102903708
167,0.13073055987420557
168,0.13071962951786695
169,0.13070875772518603
170,0.13069844304059577
171,0.13068793752908772
172,0.13067732881196478
173,0.13066644528938842
174,0.13065560823028632
175,0.1306448099700675
176,0.13063404647060095
177,0.1306233155764503
178,0.13061267474860339
179,0.1306021606224301
180,0.13059175116394947
181,0.13058141247102453
182,0.1305714611111945
183,0.13056096453298868
184,0.13055055217867764
185,0.13054015432830005
186,0.13052999634405987
187,0.1305200634542479
188,0.13051003121033825
189,0.13049992637943525
190,0.13048955535272208
191,0.1304792185111809
192,0.13046890894561314
193,0.13045862306669304
194,0.13044835901035615
195,0.13043811579065662
196,0.13042802996612848
197,0.1304179634336528
198,0.13040797053533235
199,0.1303981864506184
200,0.13038846435103493
201,0.13037840320654653
202,0.13036836459315126
203,0.13035838615920126
204,0.13034847532250707
205,0.13033898814585834
206,0.13032926663389868
207,0.13031955728041986
208,0.13030960654401047
209,0.1302996154431552
210,0.13028964596901843
211,0.13027969302842005
212,0.13026975401116156
213,0.13025982759260576
214,0.13024991309778308
215,0.1302401343893551
216,0.1302303640731321
217,0.13022065067944408
218,0.1302109916060309
219,0.13020171370223738
220,0.13019187313247446
221,0.1301821415027969
222,0.13017236412165956
223,0.1301626117322334
224,0.1301532271557834
225,0.13014374687557118
226,0.1301342515543189
227,0.13012474422929554
228,0.13011500419256947
229,0.13010524106102042
230,0.13009549118952154
231,0.13008575001978537
232,0.130076015248633
233,0.13006628574014203
234,0.13005656094779805
235,0.13004685717881967
236,0.13003728229568715
237,0.1300277099130005
238,0.130018134965429
239,0.13000871714359263
240,0.1299994342666715
241,0.12998975480222444
242,0.12998016045226654
243,0.12997049031665175
244,0.1299608975294126
245,0.1299514527523072
246,0.1299422012728341
247,0.12993273460260907
248,0.12992333582682652
249,0.12991379710217163
250,0.12990412498167925
251,0.12989446265929586
252,0.12988480432482763
253,0.1298751470344806
254,0.12986548934020137
255,0.12985583056002234
256,0.12984617039164345
257,0.12983650870974747
258,0.12982698548009747
259,0.12981742173188682
260,0.12980786806220254
261,0.12979833791248918
262,0.12978914040655817
263,0.12977957259477604
264,0.1297699747628408
265,0.12976034266250672
266,0.12975068409523047
267,0.1297410900037183
268,0.1297316948741988
269,0.1297223595996502
270,0.12971285228955212
271,0.12970338099205325
272,0.12969387617101005
273,0.12968417858105025
274,0.1296744854119741
275,0.1296647909278012
276,0.12965509223866475
277,0.1296453879402862
278,0.12963567738998552
279,0.12962596032326112
280,0.1296162366525625
281,0.12960650636330914
282,0.12959690130216295
283,0.12958725639590096
284,0.12957759385351061
285,0.12956794933072188
286,0.12955856422706843
287,0.1295490019215248
288,0.1295392498885639
289,0.1295295578328247
290,0.12951977254099697
291,0.12951001551661107
292,0.12950028426560545
293,0.12949091973344745
294,0.12948125977527655
295,0.12947161565517995
296,0.12946198928727223
297,0.129452313013768
298,0.12944246465264392
299,0.12943261485851457
300,0.1294227585315159
301,0.12941289311837703
302,0.12940301739272672
303,0.12939313080675874
304,0.12938323314830188
305,0.12937332436108862
306,0.12936340445202937
307,0.12935347713775489
308,0.12934366226664348
309,0.1293338279345959
310,0.12932392267078613
311,0.1293140671545069
312,0.1293043986104346
313,0.1292946296542988
314,0.12928462180541914
315,0.12927471496947782
316,0.1292646901337777
317,0.129254657092387
318,0.12924466974162688
319,0.12923479341268718
320,0.12922516575900225
321,0.1292151309587057
322,0.12920516297489185
323,0.12919530106350904
324,0.1291852607334988
325,0.1291751253013741
326,0.12916498411904323
327,0.12915483205714573
328,0.12914466654520193
329,0.1291344863460444
330,0.12912429090498728
331,0.1291140800057616
332,0.12910385359017093
333,0.1290936116649431
334,0.12908335425482137
335,0.12907312703631335
336,0.12906294290761233
337,0.1290527475401637
338,0.12904248652842776
339,0.12903230819683967
340,0.1290222406921675
341,0.12901206336656887
342,0.12900168003858534
343,0.12899139773258492
344,0.12898099253398498
345,0.12897057463685194
346,0.12896014513882834
347,0.12894984399476933
348,0.12893974271148492
349,0.12892936610092784
350,0.128919025871359
351,0.12890863540197814
352,0.12889829363160887
353,0.12888777162203532
354,0.12887720313390244
355,0.12886662134404062
356,0.12885602260686385
357,0.12884540511929743
358,0.12883476803038021
359,0.12882411096986673
360,0.12881343380016064
361,0.12880273648717214
362,0.12879201903431545
363,0.12878128144984632
364,0.1287705237316424
365,0.1287598482371072
366,0.12874918249134354
367,0.12873838082122716
368,0.12872764060673603
369,0.1287170030115295
370,0.1287063946082314
371,0.12869557779548713
372,0.12868467528029723
373,0.12867382958286464
374,0.12866287697214268
375,0.12865190666626386
376,0.12864091575110853
377,0.1286300177450905
378,0.12861931227406626
379,0.1286084246601885
380,0.12859745875668774
381,0.1285864497403618
382,0.1285755353914
383,0.12856447956660008
384,0.128553313273042
385,0.1285421286036582
386,0.12853092168340488
387,0.12851969058291665
