epoch,network_error
1,0.28346650508618004
2,0.27455318791452643
3,0.26586801350155137
4,0.2579483727917114
5,0.2509193135007394
6,0.24473947398052706
7,0.2393109245554889
8,0.23452673320357786
9,0.23028893025221686
10,0.226513536858605
11,0.22313058946123887
12,0.22008251907478155
13,0.21732214479435505
14,0.21481072647711963
15,0.2125162476856423
16,0.21041199786511008
17,0.20847545982214077
18,0.20668746446640499
19,0.205031554774891
20,0.203493502151258
21,0.20206093071767706
22,0.2007230192772604
23,0.1994702616541312
24,0.1982942727477364
25,0.1971876310534667
26,0.19614375022142164
27,0.1951567735425571
28,0.19422148645738985
29,0.19333324326540363
30,0.19248790508999183
31,0.19168178681366277
32,0.19091161119140118
33,0.19017446873264576
34,0.18946778224913602
35,0.18878927521352884
36,0.18813694327179323
37,0.18750902840914466
38,0.18690399539170766
39,0.18632051019935936
40,0.18575742023288241
41,0.1852137361234322
42,0.18468861499708628
43,0.18418134505485062
44,0.18369133132244475
45,0.1832180824086815
46,0.18276119809126565
47,0.18232035752996265
48,0.18189530789527716
49,0.18148585320183094
50,0.1810918431545841
51,0.1807131618564484
52,0.18034971628901386
53,0.18000142456249005
54,0.17966820403170508
55,0.1793499594839158
56,0.17904657171015143
57,0.17875788686178007
58,0.17848370705443145
59,0.17822378270029823
60,0.17797780701871402
61,0.1777454130908498
62,0.17752617369130205
63,0.177319603958399
64,0.1771251667735984
65,0.17694228052985586
66,0.1767703288016828
67,0.1766086713055587
68,0.1764566554723824
69,0.17631362794973945
70,0.17617894540827672
71,0.17605198413298787
72,0.17593214802076332
73,0.17581887476157004
74,0.17571164013398904
75,0.17560996048142993
76,0.1755133935426563
77,0.17542153788401152
78,0.17533403122051694
79,0.17525054792227387
80,0.1751707959873274
81,0.17509451372948112
82,0.1750214663866389
83,0.17495144280839275
84,0.17488425233574165
85,0.1748197219444901
86,0.17475769368906421
87,0.17469802245601868
88,0.17464057401628938
89,0.17458522335154023
90,0.17453185322168976
91,0.17448035293666597
92,0.17443061729442816
93,0.1743825456482368
94,0.1743360410681235
95,0.17429100956377006
96,0.1742473593379601
97,0.17420500004095343
98,0.17416384199616647
99,0.17412379536606387
100,0.17408476922378216
101,0.1740466704902334
102,0.174009402687598
103,0.17397286444726048
104,0.17393694769197454
105,0.17390153538632702
106,0.17386649871339793
107,0.17383169348443636
108,0.17379695551574098
109,0.17376209460276604
110,0.17372688657061408
111,0.17369106265937767
112,0.17365429517659978
113,0.1736161778622729
114,0.1735761986787974
115,0.17353370162737738
116,0.17348783250381924
117,0.17343746095086124
118,0.1733810673616689
119,0.1733165777783157
120,0.17324112304848513
121,0.17315069246507905
122,0.1730396566536352
123,0.17290018226763962
124,0.17272175058872183
125,0.17249159194478542
126,0.17219846740847175
127,0.17184556692707445
128,0.17147975195528598
129,0.17121254512532297
130,0.17109550170880783
131,0.17099713768174873
132,0.17090001001989988
133,0.17082145728439238
134,0.1707444239526489
135,0.17067011431655987
136,0.17060102701405755
137,0.17053522073619595
138,0.17047238375638654
139,0.17041238834662173
140,0.17035530399846432
141,0.17030123523276847
142,0.1702499065074441
143,0.17020096933420198
144,0.1701541984369424
145,0.17010951103091942
