epoch,network_error
1,0.2635716017283528
2,0.26302693779370767
3,0.2625893724803882
4,0.26222227122648345
5,0.26190214457104566
6,0.26161335206433173
7,0.26134506257482604
8,0.26108939785537955
9,0.2608402148522715
10,0.26059223145371907
11,0.26034032123280765
12,0.26007885975964135
13,0.25980102640112607
14,0.25949796286679977
15,0.25915766658276157
16,0.25876345271683643
17,0.2582917527848993
18,0.2577089385706382
19,0.25696680794609794
20,0.255996472201292
21,0.25470096993214414
22,0.2529486691780512
23,0.25057331869500965
24,0.24739241229314476
25,0.24325892065831817
26,0.2381503679947626
27,0.23226143834213325
28,0.22601955593803053
29,0.21996141082145212
30,0.2145337647658138
31,0.20996870931112946
32,0.20629405116984115
33,0.20341507671183398
34,0.20119196582001236
35,0.19948558130609476
36,0.1981765788756714
37,0.19716963160232842
38,0.19639130345452777
39,0.19578603061173835
40,0.1953121049968708
41,0.19493829058963383
42,0.19464117166375605
43,0.19440314515248097
44,0.19421092576476068
45,0.19405444099086971
46,0.19392601608924648
47,0.19381977254948898
48,0.19373118310465745
49,0.1936567415090159
50,0.19359371658813315
51,0.19353996833908005
52,0.19349380986911274
53,0.1934539033179883
54,0.1934191810682484
55,0.19338878584331382
56,0.19336202496610008
57,0.19333833527407926
58,0.1933172560842938
59,0.19329840826277767
60,0.19328147794122033
61,0.1932662037857781
62,0.1932523669922334
63,0.19323978338262104
64,0.19322829712881032
65,0.1932177757414094
66,0.19320810604735478
67,0.19319919094374752
68,0.19319094676414167
69,0.19318330113047094
70,0.19317619119200607
71,0.1931695621743273
72,0.1931633661778847
73,0.19315756117851432
74,0.19315211019218165
75,0.19314698057392887
76,0.1931421434270137
77,0.1931375731029464
78,0.19313324677684485
79,0.19312914408546877
80,0.19312524681763185
81,0.19312153864855625
82,0.19311800491123346
83,0.19311463239906154
84,0.193111409195007
85,0.1931083245233359
86,0.19310536862060582
87,0.19310253262314644
88,0.19309980846869249
89,0.19309718881019788
90,0.1930946669401606
91,0.19309223672403864
92,0.19308989254154746
93,0.19308762923480566
94,0.19308544206244374
95,0.19308332665891564
96,0.193081278998359
97,0.19307929536243898
98,0.19307737231168928
99,0.19307550665992596
100,0.19307369545136813
101,0.1930719359401466
102,0.19307022557192188
103,0.19306856196736946
104,0.19306694290732015
105,0.1930653663193698
106,0.193063830265795
107,0.1930623329326324
108,0.19306087261979538
109,0.19305944773211672
110,0.19305805677121987
111,0.19305669832813216
